monitoring_location,stn_code,latitude,longitude,geocode_query,geocoded
"Borewell Of Gidc Kalol, B/H Gidc Office, Gidc, Kalol, Gandhinagar",3235,23.2899735,72.4378365,"gidc kalol gandhinagar, Gujarat, India",True
"Borewell Of M/S Alfa Eca (I) Ltd., Unit-1, Sr.No. 249, Uma Ind. Estate, Vasna , Iyava, Sanand, Ahmedabad",3236,23.0252667,72.3363409,"iyava sanand ahmedabad, Gujarat, India",True
"Borewell Near Tsdf Of Gujarat Maritime Board, Alang, Bhavnagar",3242,21.3968581,72.1774463,"alang bhavnagar, Gujarat, India",True
"Borewell Near Tsdf Of Bharuch Enviro Infrastructure Limited, Ankleshwar, Bharuch",3244,21.6395688,72.9837687,"limited ankleshwar bharuch, Gujarat, India",True
"Borewell Of Gidc Office, Shankar Tekri, Udhyognagar, Jamnangar",3246,,,,False
"Borewell Of Mr. Hitendrabhai Lakhmanbhai Ker Shiv Sai Park, New Smashan Road, Gandhinagar",4411,23.2232877,72.6492267,"gandhinagar, Gujarat, India",True
"Borewell Of Shri Kankeshwar Mahadev Mandir, Opp. Msw Dumpsite, Vibhapar",4412,23.21023,69.3768167,"vibhapar, Gujarat, India",True
"B/W Of Jashwantbhai Parmar, S. No. 18 At: Village Kalamsar, Ta Khambhat",4413,22.3020491,72.7416433,"kalamsar khambhat, Gujarat, India",True
"Bore Well Of Iti Collage Opp, M/S Paliwal Milk At Mota Sonela, Modasa Road, Tal, Lunavada, Dist. Mahisagar",4422,23.1290668,73.611114,"lunavada dist. mahisagar, Gujarat, India",True
"Kankoria Lake At Ahmedabad, Nr. Balvatika,",1343,,,,False
"Chandola Lake At Ahmedabad,",1344,22.986953,72.5869638,"chandola lake ahmedabad, Gujarat, India",True
"Ajwah Lake At Sri Sayaji Sabvar, Baroda,",1345,22.2973142,73.1942567,"baroda, Gujarat, India",True
"Sursagar Lake At Baroda,",1346,22.2973142,73.1942567,"baroda, Gujarat, India",True
"Nalsarovar Lake (Sanand), Dist.Ahmedabad",1972,23.0385802,72.4587752,"lake sanand dist.ahmedabad, Gujarat, India",True
"Moticher Lake Near Kakarpar Atomic Power Station, Dist. Surat.",2077,21.1511918,72.8646096,"station dist. surat., Gujarat, India",True
"Olpad, Village Pond:Olpad, Surat",1979,21.2094892,72.8317058,"surat, Gujarat, India",True
Thol Tank (Kalol) (Dist. Mehasana),1971,23.6027877,72.38113,"dist. mehasana, Gujarat, India",True
"Narmada Main Canal, Nr. Village. Limbadia, Dist. Gandhinagar.",2073,23.2414544,72.5030444,"dist. gandhinagar., Gujarat, India",True
"Tapi Canal At Village Umarwada, Near Gidc Estate Of Panoli.",2074,21.5354608,72.9780444,"panoli., Gujarat, India",True
"From Narmada Main Canal At Indorahmedabad Highway Bridge Near Village Motikantadi Tal, Godhra, Dist Panchmahal",4421,22.7785001,73.6245157,"godhra dist panchmahal, Gujarat, India",True
Amlakhadi Creek At Pungam.,2081,,,,False
"Vandkhadi At Village Umarwada, Ta Ankleshwar, Bharuch",3196,21.6293206,72.9945103,"ankleshwar bharuch, Gujarat, India",True
Ahmedabad-1 Benrampura,20015,,,,False
Ahmedabad-2 Narol Sarkhej Highway,20016,22.992044,72.5365265,"ahmedabad narol sarkhej, Gujarat, India",True
"Bhadar D/S Jetpur Vill. After Conf. Of W.Water From Jetpur City,",1436,21.7543725,70.6189391,"jetpur city, Gujarat, India",True
"Damanganga At Kachigaon U\S At Gidc Wier,",1150,,,,False
"Damanganga At Kachigaon D\S (Daman),",1246,20.2072531,73.2762766,"daman, Gujarat, India",True
Dhadar River At Kothada,1865,,,,False
"Gidc Water Reservoir Vill: Bhersam Ta: Vagra, Dist: Bharuch",4420,21.8447606,72.8448749,"vagra dist: bharuch, Gujarat, India",True
Kaveri River On Bridge At Billimora-Valsad Road,1862,20.4321957,73.1409893,"valsad, Gujarat, India",True
Kolak At Patalia Bdg.,1149,,,,False
"Mindhola At State Highway Bridge Sachin,",1438,21.0778781,72.8744643,"sachin, Gujarat, India",True
"Kolak At Railway Bridge No. 313 Vapi, Valsad,",1435,20.3735482,72.9084376,"vapi valsad, Gujarat, India",True
Purna River On Bridge At Surat- Navsari Highway,1861,21.0912275,72.8913678,"surat navsari, Gujarat, India",True
"Tappar Dam, Village Tappar, Tal. Anjar",4423,23.1194278,70.0363797,"anjar, Gujarat, India",True
"Triveni Sangam, Nr. Somnath Temple, Veraval, Dist. Junagadh.",2082,20.9128443,70.3626875,"veraval dist. junagadh., Gujarat, India",True
"Vishwamitri Downstream Of At Khalipur Village, Before Meeting Jambuva River",3204,,,,False
"Vishwamitri Upstream At Asod Bridge At N.H. 8 , Near Glden Chokdi, Asod Vemali Road",3205,,,,False
"Anas At Dahod, (Kushalgarh), Dist. Panchmahal",1228,22.5415068,73.4334443,"dist. panchmahal, Gujarat, India",True
"Sabarmati At Vill. Miroli Taluka Dascroi,",1408,,,,False
"Dharoi Dam, Dist. Mehsana.",2075,23.6013329,72.3899817,"dist. mehsana., Gujarat, India",True
Well At Baroda,6,22.2973142,73.1942567,"baroda, Gujarat, India",True
Ground Water At Amreli,1949,20.8348367,70.6800463,"ground amreli, Gujarat, India",True
Ground Water At Junagadh,1950,21.5220416,70.4582458,"junagadh, Gujarat, India",True
Ground Water At Surendranagar,1952,22.726706,71.6226066,"ground surendranagar, Gujarat, India",True
Ground Water At Jamnagar,1953,22.4710345,70.0644551,"ground jamnagar, Gujarat, India",True
Ground Water At Bhuj,1954,23.2620221,69.666877,"ground bhuj, Gujarat, India",True
Ground Water At Palanpur,1955,24.1608939,72.4434719,"ground palanpur, Gujarat, India",True
Ground Water At Mehasana,1956,23.6108761,72.3910772,"ground mehasana, Gujarat, India",True
Ground Water At Nadiad,1959,22.5990096,72.8217808,"ground nadiad, Gujarat, India",True
Ground Water At Dahod,1960,22.9194099,74.1342725,"dahod, Gujarat, India",True
Ground Water At Godhara,1961,22.77011,73.6199822,"godhara, Gujarat, India",True
Bore Well Of Pirana Terminal Pumping,2098,21.2068185,72.825629,"pumping, Gujarat, India",True
"Borewell, Cetp- Naroda, Gidc, Naroda- Ahmedabad",3213,23.0926586,72.6687953,"gidc naroda ahmedabad, Gujarat, India",True
"Borewell Of Gidc- Nadiad At Gidc Office, Gidc Nadiad, Kheda",3220,22.6942577,72.8590972,"nadiad kheda, Gujarat, India",True
"Borewell Of M/S Alfa Eca (I) Ltd., Unit-1,",3236,22.0888597,71.7032161,"ltd., Gujarat, India",True
"B/W Of Disaster Prevention And Managemant Center(Dpmc) Gide, Ankle Shwar For (Minars)",4414,,,,False
Bore Well At Voragamdi,4416,,,,False
River Ambika At Bilimora,1148,20.7671693,72.9693451,"bilimora, Gujarat, India",True
River Kolak At Patalia Bdg.,1149,,,,False
"River Damanganga At Kachigaon U\S At Gidc Wier,",1150,,,,False
"River Damanganga At Kachigaon D\S (Daman),",1246,20.2072531,73.2762766,"daman, Gujarat, India",True
River Amlakhadi After Confl. Of W. Water From Anklesh,1434,,,,False
"River Kolak At Railway Bridge No. 313 Vapi, Valsad,",1435,20.3735482,72.9084376,"vapi valsad, Gujarat, India",True
"River Bhadar D/S Jetpur Vill. After Conf. Of W.Water From Jetpur City,",1436,21.7543725,70.6189391,"jetpur city, Gujarat, India",True
"River Mindhola At State Highway Bridge Sachin,",1438,21.0778781,72.8744643,"sachin, Gujarat, India",True
River Baleshwar Khadi At N.H. No. 8,1860,23.0185795,72.5713814,"n.h., Gujarat, India",True
River Purna On Bridge At Surat- Navsari Highway,1861,21.0055271,73.0916595,"purna surat navsari, Gujarat, India",True
River Kaveri On Bridge At Billimora- Valsad Road,1862,20.4321957,73.1409893,"valsad, Gujarat, India",True
River Dhadar At Kothada,1865,,,,False
River Amlakhadi At Pungam Ankleshwar Distt Bharuch,1980,21.6293206,72.9945103,"ankleshwar distt bharuch, Gujarat, India",True
"River Triveni Sangam, Nr. Somnath Temple, Veraval, Dist. Junagadh.",2082,20.9128443,70.3626875,"veraval dist. junagadh., Gujarat, India",True
"River Vishwamitri Downstream Of At Khalipur Village, Before Meeting Jambuva River",3204,,,,False
"River Vishwamitri Upstream At Asod Bridge At N.H. 8 , Near Glden Chokdi, Asod Vemali Road",3205,,,,False
"River Damanganga At D/S Of Gidc Weir, Vapi",30039,20.3735482,72.9084376,"vapi, Gujarat, India",True
"Narmada At Bharuch, Zadeshvar",1243,,,,False
Tapi At Surat U/S Kathore,1248,,,,False
"Bore Well Of Pirana Terminal Pumping Station, Pirana, Nr. V. N. Bridge, Ahmedabad.",2098,22.9661748,72.557483,"pirana ahmedabad., Gujarat, India",True
Borewell Near Gidc Odhav Industrial Association,3214,22.3627855,70.7100844,"association, Gujarat, India",True
River Mahi At Sevalia,4,22.8179181,73.404794,"sevalia, Gujarat, India",True
River Mahi At Vasad,5,22.4516351,73.0671647,"vasad, Gujarat, India",True
"River Mahi After Conf. With Anas At Pardi (Banaswada),",1230,,,,False
"River Mahi At Virpur,",1231,21.8490419,70.707834,"virpur, Gujarat, India",True
River Mahi At Umeta Bridge,1863,22.333298,73.0514182,"umeta, Gujarat, India",True
River Mahi At Mujpur,1864,22.2518665,72.9919347,"mujpur, Gujarat, India",True
River Mahi At Sherkhi Bridge,3206,,,,False
River Mahi At Dodka,4415,,,,False
"River Mahi At Kadana Dam, (Gujarat)",30050,23.289682,73.8380384,"kadana gujarat, Gujarat, India",True
"River Anas At Dahod, (Kushalgarh), Dist. Panchmahal",1228,22.5415068,73.4334443,"dist. panchmahal, Gujarat, India",True
"River Panam At Lunawada,",1227,,,,False
"River Sabarmati At Kheroj Bridge,",1221,,,,False
"River Sabarmati After Conf. With Meshwa At Vautha (Near Dhokla),",1223,22.2403001,68.9669066,"dhokla, Gujarat, India",True
"River Sabarmati At Railway Bridge Ahmedabad,",1409,23.0773,72.5863308,"sabarmati railway ahmedabad, Gujarat, India",True
"River Sabarmati At Hansaol Bridge,",1866,,,,False
River Sabarmati At Dharoi Dam,1,23.9863211,72.9116811,"dharoi, Gujarat, India",True
River Sabarmati At Ahmedabad At V.N. Bridge,2,23.021774,72.623712,"v.n., Gujarat, India",True
"River Sabarmati At Vill. Miroli Taluka Dascroi, Ahmedabad,",1408,23.0215374,72.5800568,"ahmedabad, Gujarat, India",True
"River Sabarmati At Dharoi Dam, Dist. Mehsana.",2075,23.6013329,72.3899817,"dist. mehsana., Gujarat, India",True
River Sabarmati At Ahmedabad U/S,10014,23.0770712,72.5890677,"sabarmati ahmedabad, Gujarat, India",True
River Sabarmati At Ahmedabad D/S,10015,23.0770712,72.5890677,"sabarmati ahmedabad, Gujarat, India",True
"River Shedhi At Kheda,",1222,22.8990926,72.9948451,"shedhi kheda, Gujarat, India",True
"River Khari At Lali Village Near Ahmedabad,",1437,22.8689262,72.6280463,"lali ahmedabad, Gujarat, India",True
"River Narmada At Gora Bridge, Navagam (Gujarat)",30048,22.3217333,70.8451652,"navagam gujarat, Gujarat, India",True
River Narmada At Garudeshwar,7,21.9151502,73.7474678,"narmada garudeshwar, Gujarat, India",True
"River Narmada At Panetha,",1244,21.8899476,73.2682943,"panetha, Gujarat, India",True
"River Narmada At Chandod,",1245,21.9866962,73.4545373,"chandod, Gujarat, India",True
"River Narmada At Zanor (Ntpc), Bharuch",1981,21.8242754,73.1136745,"ntpc bharuch, Gujarat, India",True
"River Narmada At Bharuch, Zadeshvar,",1243,,,,False
"River Tapi At Ukai, Sherula Bridge",46,,,,False
"River Tapi At Mandavi,",1247,,,,False
River Tapi Near Bardoli (Kapp Bridge) Bardoli,1983,21.1338291,73.1053896,"bardoli, Gujarat, India",True
"River Tapi At Kathore, (Nh-8 Bridge)",47,,,,False
"River Tapi At Surat U/S Kathore,",1248,,,,False
"River Tapi At Rander Bridge, Surat",1982,21.2160703,72.799745,"rander surat, Gujarat, India",True
"River Tapi At Ongc Bridge At Surat,",2071,21.142053,72.7503914,"ongc surat, Gujarat, India",True
"River Tapi At Kurkurmunda Bridge, Nizhar Road, Near Kurkurmunda Village, Gujarat",30045,23.0373068,72.5447481,"gujarat, Gujarat, India",True
"River Amravati At Village Dadhal , Ta Ankleshwar, Bharuch",3203,21.6355384,73.0620214,"dadhal ankleshwar bharuch, Gujarat, India",True
"River Kim At Sahol Bridge, Olpad Hansot Road, Dist. Surat",2070,21.1652945,72.7763076,"dist. surat, Gujarat, India",True
"Ground Water At Surendranagarat. Bhavani Plastic (Steelman Oxygen, Plot No.C1/613, Phase 3, Opp",1952,21.142053,72.7503914,"phase, Gujarat, India",True
"Ground Water At Jamnagarborewell Of Rameshwar Temple, Near Rameshwar Chowk, Jamnagar",1953,22.4642157,70.0566299,"chowk jamnagar, Gujarat, India",True
"Ground Water At Bhujodhav Park Society-2,Pramukh Swami Nagar Road,Behind Ashapura School,Ta:Bhuj, Dist;Kutch (West)",1954,22.2980523,70.7815215,"west, Gujarat, India",True
"Ground Water At Palanpurbehind Jilla Seva Sadan-2, Near Joravar Palace, Palanpur, Dist- Banaskantha",1955,24.1857391,72.4346959,"palanpur dist banaskantha, Gujarat, India",True
"Ground Water At Mehasanamodhera Gidc, Tal & Dist : Mehsana",1956,23.5930591,72.3761447,"gidc dist mehsana, Gujarat, India",True
"Ground Water At Siddhpur (Dist.Patan)Ahmedabad- Palanur Highway, Tavadiya Crossing, Near Madhivai, Siddpur, Dist-Patan",1957,20.9072148,70.3657008,"dist patan, Gujarat, India",True
"Ground Water At Himatnagarborewell Of Himatnagar Nagarpalika, At. Himatnagar, Dist. Sabarkantha",1958,23.5949104,72.9605997,"himatnagar dist. sabarkantha, Gujarat, India",True
"Ground Water At Nadiadborewell Of Santram Mandir, Nadiad,Dist: Kheda",1959,22.6942577,72.8590972,"nadiad dist: kheda, Gujarat, India",True
"Ground Water At Dahodwell At Hindu Dharamashala, Station Road, Dahod",1960,22.8439297,74.252386,"station dahod, Gujarat, India",True
"Ground Water At Godharawell At Office Of Panchmahal Industries Faderation, Near Circuit House, Godhra",1961,22.7757995,73.5472829,"house godhra, Gujarat, India",True
Vadodara (Industrial- Nandesari)Gidc-Nandesari,1962,22.4178037,73.0949186,"nandesari, Gujarat, India",True
"Pandesara (Indstrial) Suratpandesara Gidc, Surat",1964,21.092746,72.8580597,"gidc surat, Gujarat, India",True
"Mora-Hajira (Industrial), Hajirahazira,Surat.",1965,21.2094892,72.8317058,"surat., Gujarat, India",True
"Atul, Village G.W, (Valsad)B/W At Atul Village G.W",1967,20.5365417,72.9394198,"atul valsad atul, Gujarat, India",True
"Vapi Industrial Area (Rajashthan Bhavan) U/S, Vapib/W At Vapi Industrial Area U/S In Rajasthan Bhavan Silvasa Rd, Opposite Gurudwara, Gidc, Vapi, Gujarat 396195",1968,20.3735482,72.9084376,"vapi gujarat 396195, Gujarat, India",True
"B/W At Costal Highway Char Rasta, Fansa, Ta:Umberga N, Dist:Valsadb/W At Costal Highway Char Rasta, Fansa, Ta:Umbergaon, Dist:Valsad",1969,20.3461917,72.787241,"fansa ta:umbergaon dist:valsad, Gujarat, India",True
"Borewell D/S Tsdf Site, Gidc Industrial Area, Vapib/W At D/S Tsdf Site Plot No.4807, Phase 4, Gidc, Vapi",1970,20.3735482,72.9084376,"vapi, Gujarat, India",True
"Bore Well Of Chhatral Gidc.Borewell Of Gidc Chhatral, Phase I",2083,21.142053,72.7503914,"phase, Gujarat, India",True
"Bore Well Of Palsana Village.Palasana,Surat.",2084,21.2094892,72.8317058,"surat., Gujarat, India",True
Bore Well Of Santej Village.Borewell Of Santej Gram Panchayat,2085,21.8584483,69.5718657,"gram panchayat, Gujarat, India",True
"B/W- Hazardous W. Disposal Site (Guj. Enviro P.& I. Ltd. )(Gepil),Sachin,Surat",2087,21.0778781,72.8744643,"sachin surat, Gujarat, India",True
"Bore Well Of Sachin Gidc.Sachin Gidc, Sachin,Surat",2088,21.092746,72.8580597,"gidc sachin surat, Gujarat, India",True
"B/W Near Indl. Area Borasara & Navapura, Dist. Surat.Plot-202 ,Kim,Surat.",2089,21.2094892,72.8317058,"surat., Gujarat, India",True
"Well At Olpad.Olpad ,Surat",2090,21.3360054,72.7516479,"olpad.olpad surat, Gujarat, India",True
"Bore Well Of Navsari Gidc Industries Association Office.At- Gidc -Kabilpore,Ta & Di - Navsari, Gujarat",2091,20.9522862,72.9547023,"kabilpore navsari gujarat, Gujarat, India",True
Well Of Bardoli At Rest House.Bardoli-Vyara Road,2093,21.1176744,73.3857702,"vyara, Gujarat, India",True
"Well At Ankleshwar Industrial Area (Bore Well Of M/S Industrial Carbon At Ankleshwar- Rajpipla Road.Ankleshwar- Rajpipla Road, Nr Gidc Ankleshwar, Dist Bharuch",2094,21.6293206,72.9945103,"ankleshwar dist bharuch, Gujarat, India",True
"Bore Well, Snr. Vinayak Jal Suddhikaran Sahakari Mandali Ltd. (Cetp ), Vill. Bavla, Dist. Ahmedabad.S. N. 644/1-4, Vill. Bavla, Dist. Ahmedabad.",2096,22.8278859,72.3684741,"bavla dist. ahmedabad., Gujarat, India",True
"Bore Well Of Someshwar Rice Mill, Nr. Bavla Eco",2097,22.8278859,72.3684741,"bavla, Gujarat, India",True
"Bore Well Of Pirana Terminal Pumping Station, Pirana, Nr. V. N. Bridge, Ahmedabad.Nr. V.N Bridge, Pirana, Ahmedabad",2098,22.9661748,72.557483,"pirana ahmedabad, Gujarat, India",True
"Borewell Of Gidc, Jhagadiaat Final Pumping Station, Gidc Jhaghadia, Dist Bharuch",3207,21.6211077,73.1253497,"dist bharuch, Gujarat, India",True
"Jilla Panchayat School, Near Gram Panchayat Kata Falia, Village Namdha, Valsadb/W At Jilla Panchay School Near Gram Panchayat Kata Falia, Village Namdha, Valsad",3208,20.4321957,73.1409893,"valsad, Gujarat, India",True
"Borewell Of Gayatri Pragna School, Bhadarwad Road, Bazar Falia, Sarigam, Valsadborewell Of Gayatri Pragna School, Bhadarwad Road, Bazar Falia, Sarigam, Valsad",3209,20.2834614,72.8705969,"sarigam valsad, Gujarat, India",True
"Borewell At Piramal Glass, Village Tarsadi At Kosamba Industrial Area, Suratkosamba,Surat",3210,21.2094892,72.8317058,"surat, Gujarat, India",True
"Borewell At Primary Health Center, Kadodara, Suratkadodara,Surat",3211,21.2094892,72.8317058,"surat, Gujarat, India",True
"Borewell Near Center Of Excellence Building, Gidc, Vatva, Ahmedabadcenter Of Excellence Building, Plot No 511 Gidc- Phase Iv, Vatva, Ahmedabad",3212,22.9565855,72.6409454,"phase vatva ahmedabad, Gujarat, India",True
"Borewell, Cetp-Naroda, Gidc, Naroda-Ahmedabadplot No 512-515 Phase -I Gidc -Naroda -Ahmedabad",3213,23.0926586,72.6687953,"gidc naroda ahmedabad, Gujarat, India",True
"Borewell Near Gidc Odhav Industrial Association Building, Gidc, Odhav, Ahmedabadodhav Industrial Association Building, Plot No H 35, Gidc, Odhav, Odhav Road Ahmedabad",3214,23.0244645,72.6688642,"odhav odhav ahmedabad, Gujarat, India",True
"Borewell Near Municipal Solid Waste Site- Gyaspur, Narol, Ahmedabadnr. Gyaspur Sanitary Landfill Site, Gyaspur, Ahmedabad",3215,22.9845276,72.528063,"gyaspur ahmedabad, Gujarat, India",True
"Borewell Near Tsdf Site Of Green Environmnet Services Co. Op.Ltd, Vatva, Ahmedabadtsdf Site Of Green Environmnet Services Co. Op.Ltd, S. No 89,90,91 Vinzol Tal Daskroi , Ahmedabad",3216,23.0642607,72.6752377,"daskroi ahmedabad, Gujarat, India",True
"Borewell Near Tsdf Site Of Naroda Enviro Project.Ltd, Odhave, Ahmedabadtsdf Site Of Naroda Enviro Project.Ltd, S No 286 , Vastral Road ,Odhave",3217,,,,False
"Well Of Modasa, Nagar Palika, Varigruh, Modasawell Of Modasa, Nagar Palika, Varigruh, At. Modasa. Dist. Arvalli",3218,,,,False
"Well Of Idar, Nagar Palika, Sakaria, Idarborewell Of Idar Nagarpalika, At. Sakaria, Ta. Idar, Dist. Sabarkantha",3219,23.5949104,72.9605997,"dist. sabarkantha, Gujarat, India",True
"Borewell Of Gidc-Nadiad At Gidc Office, Gidc Nadiad, Khedaborewell Of Gidc- Nadiad At Gidc Office, Gidc Nadiad, Kheda",3220,22.6942577,72.8590972,"nadiad kheda, Gujarat, India",True
"Borewell Of Town Rajpipla, Dist.Narmadanagarpalika Office, At Rajpipla, Dist Narmada",3221,21.878069,73.5039695,"rajpipla dist narmada, Gujarat, India",True
"Borewell Of Gidc, Panoliat Water Treatment Plant , Gidc Panoli, Dist Bharuch",3222,21.5354608,72.9780444,"panoli dist bharuch, Gujarat, India",True
"Borewell Kadi Industrial Areakadi Gidc, Tal: Kadi, Dist : Mehsana",3223,23.297561,72.329899,"kadi dist mehsana, Gujarat, India",True
"Deesa Borewellmain Water Tank, Beside Bhanasali Hospital, Near Sardar Garden, Deesa, Dist- Banaskantha",3224,24.2594977,72.1803348,"deesa dist banaskantha, Gujarat, India",True
"Visnagar Borewellvisnagar Gidc, Tal : Visnagar, Dist: Mehsana",3225,23.6129301,72.4036188,"visnagar dist: mehsana, Gujarat, India",True
"Patan Borewellwater Pumping Station, Gandhibag, Janta Hospital Road, Patan, Dist-Patan",3226,20.9072148,70.3657008,"patan dist patan, Gujarat, India",True
"Vijapur (Ranasan) Borewellranasan Gidc, Vill: Ranasan, Tal : Vijapur, Dist: Mehsana",3227,23.5647986,72.4255378,"vijapur dist: mehsana, Gujarat, India",True
"Gidc, Halol, Panchmahalbore Well Of M/S. Safari Industries, Gidc, Halol, Dist. Pnchmahal",3228,,,,False
"Gidc, Dahod, Dahodhand Pump Opp. M/S Star Rediator, Chakaliya Road, Gidc, Dahod, Dist. Dahod",3229,22.8358786,74.2556823,"dahod dist. dahod, Gujarat, India",True
"Borewell Of Gidc, Junagadhplot No. 317, Gidc- Ii, Dolatpara, At:Junagadh, Tal:Junagadh, Dist:Junagadh",3230,21.5005197,70.4238698,"dist:junagadh, Gujarat, India",True
"Borewell Near Tsdf Site Of Saurashtra Enviro Project Ltd., Juna Katariya, Bhachauborewell Near Tsdf Site Of Saurashtra Enviro Project Ltd., Juna Katariya, Bhachau",3231,23.3054506,70.6186751,"juna katariya bhachau, Gujarat, India",True
"Borewell Of Gidc, Antalia Water Supply, Billimora, Gandeviat- Gidc - Antalia, Ta-",3232,,,,False
"Borewell Of Kaliawadi Grid Road, Navsariat - Kaliyawadi, Navsari City, Ta & Di - Navsari, Gujarat.",3233,20.952407,72.9323831,"city navsari gujarat., Gujarat, India",True
"Borewell Nera Tsdf Of Nandesari Enviro Control Limited, Nadesari, Vadodaratsdf Site Of Nandesari",3234,22.4178037,73.0949186,"nandesari, Gujarat, India",True
"Borewell Of Gidc Kalol, B/H Gidc Office, Gidc, Kalol, Gandhinagarborewell Of Kalol Gidc",3235,21.092746,72.8580597,"gidc, Gujarat, India",True
"Borewell Of M/S Alfa Eca (I) Ltd., Unit-1, Sr.No. 249, Uma Ind. Estate, Vasna , Iyava, Sanand, Ahmedabadsr.No. 249, Uma Ind. Estate, Vasna , Iyava, Sanand, Ahmedabad",3236,23.0252667,72.3363409,"iyava sanand ahmedabad, Gujarat, India",True
"Borewell Of L & T Ltd., Plot No. 144/146, Sarkhej-Bavla Road, Sanand, Ahmedabad Plot No. 144/146, Sarkhej- Bavla Road, Sanand, Ahmedabad",3237,23.0015941,72.2595567,"sanand ahmedabad, Gujarat, India",True
"Borewell Of Gidc Kansaribore Well Of Gidc Kansari, In The Premises Of Gidc Water Supply Tank, Gidc Kansari, Ta. Khambhat, Dist. Anand",3238,22.3166806,72.6243126,"khambhat dist. anand, Gujarat, India",True
"Borewell Of Gidc, Sojitraborewell Of Gidc, Sojitra In The Premises Of Gidc Water Supply Tank, Gidc-Sojitra, Ta. Sojitra, Dist. Anand.",3239,22.5391166,72.7192782,"sojitra dist. anand., Gujarat, India",True
"Borewell Near Tsdf Of Gujarat Maritime Board, Alang, Bhavnagarbapa Sitaram Madhi, Alang Rd, Vil- Manar, Bhavnagar",3242,21.4148514,72.1642053,"manar bhavnagar, Gujarat, India",True
"Borewell Of Gidc, Vartej, Bhavnagargidc Of Vartej, Near Madhusilica Industry, Vartej, Bhavnagar",3243,21.7397432,72.0644938,"vartej bhavnagar, Gujarat, India",True
"Borewell Near Tsdf Of Bharuch Enviro Infrastructure Limited, Ankleshwar, Bharuchat Beil Tsdf Site, Gidc Ankleshwar, Dist Bharuch",3244,21.6293206,72.9945103,"ankleshwar dist bharuch, Gujarat, India",True
"Borewell At Dhangadhra Near Dhangadhra Chemicalsborewell At Dhrangadhra, Near Dcw Limited, Dhrangadhra, Tal. Dhrangadhra, Dist. Surendranagar",3245,22.9896066,71.4664208,"dhrangadhra dist. surendranagar, Gujarat, India",True
"Borewell Of Gidc Office, Shankar Tekri, Udhyognagar, Jamnangarborwell Of Gidc Association Office, Jamnagar",3246,22.4724909,70.0759695,"office jamnagar, Gujarat, India",True
"Borewell Of Shri Mahavir Metal Craft Pvt. Ltd., Plot No. 3059, Road No.6, Nr. Mahavir Circle, Phase-Iii, Gidc, Dared, Jamnagarplot No. 3059, Road No.6, Nr. Mahavir Circle, Phase-Iii, Gidc, Dared, Jamnagar",3247,22.4140309,70.05799,"gidc dared jamnagar, Gujarat, India",True
"Borewell Of Mr. Hitendrabhai Lakhmanbhai Ker Shiv Sai Park, New Smashan Road,",4411,20.8842361,70.4108294,"smashan, Gujarat, India",True
"Borewell Of Shri Kankeshwar Mahadev Mandir, Opp. Msw Dumpsite, Vibhaparopp. Msw Dumpsite, Vibhapar",4412,23.21023,69.3768167,"vibhapar, Gujarat, India",True
"B/W Of Jashwantbhai Parmar, S. No. 18 At: Village Kalamsar, Ta Khambhatb/W Of Jashwantbhai Parmar S. No. 18, Nr.Khodiyar Pura, Vill. Kalamsar, Ta. Khambhat,Dist. Anand",4413,22.3166806,72.6243126,"khambhat dist. anand, Gujarat, India",True
Bore Well At Voragamdinear Msw Site Of Vadodara Municipal Corporation,4416,23.0209837,72.5856788,"municipal corporation, Gujarat, India",True
"Bore Well Of Iti Collage Opp, M/S Paliwal Milk At Mota Sonela, Modasa Road, Tal, Lunavada, Dist. Mahisagarbore Well Of Iti Collage, Motasonela, Tal. Lunawada, Dist. Mahisagar",4422,23.1912194,73.6644398,"mahisagar, Gujarat, India",True
"Vandkhadi At Village Umarwada, Ta Ankleshwar, Bharuchat Village Umarvada, Ta: Ankleshwar, Dist Bharuch",3196,21.6293206,72.9945103,"ankleshwar dist bharuch, Gujarat, India",True
"Masma Khadi- Olpad- Saras Roadorma, Olpad Saras Road, From Bridge,Surat",2080,21.1853907,72.8067117,"from surat, Gujarat, India",True
"Amlakhadi Creek At Pungam.At Village Pungam, Ta: Ankleshwar, Dist Bharuch",2081,21.6293206,72.9945103,"ankleshwar dist bharuch, Gujarat, India",True
"Malav Talav, Dholka Dholka",3201,22.7267029,72.4354271,"malav talav dholka dholka, Gujarat, India",True
Moonsar Lake Of Viramgamviramgam,3200,,,,False
"River Damanganga At Zeri Causeway Bridge, Daman (Gujarat And Ut Of Daman,Diu,Dadar & Nagar Haveli And Gujarat)",30040,20.2843987,73.0994282,"nagar haveli gujarat, Gujarat, India",True
"River Amlakhadi At Pungam Ankleshwar Distt Bharuchat Village Pungam, Ta: Ankleshwar, Dist Bharuch",1980,21.6293206,72.9945103,"ankleshwar dist bharuch, Gujarat, India",True
"River Bhadar D/S Jetpur Vill. After Conf. Of W.Water From Jetpur City,River Bhadar At Dublipat National Highway,(I.E. D/S Jetpur City),Jetpur , Dist:Raj(Id:31211)",1436,21.6382544,69.6102019,"id:31211, Gujarat, India",True
"River Bhogavo D/S Of Surendranagar.At Wadhwan Bridge, Wadhwan, Tal. Wadhwan, Dist. Surendranagar",2072,22.9896066,71.4664208,"dist. surendranagar, Gujarat, India",True
